Ein	B_DC	O	O	O	B-Schlussfolgerung	8	1	1	1	8	1
typischer	I_DC	O	O	O	I-Schlussfolgerung	7	1	1	1	7	0
Morbus	I_DC	O	O	O	I-Schlussfolgerung	7	1	1	1	7	0
Bechterew	I_DC	O	O	O	I-Schlussfolgerung	7	1	1	1	7	0
Patient	I_DC	O	O	O	I-Schlussfolgerung	7	1	1	1	7	0
:	I_DC	O	O	O	I-Schlussfolgerung	7	1	1	1	7	0
Entzündungsschmerz	I_DC	B_EE	O	O	I-Schlussfolgerung	7	6	1	1	7	0
in	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
der	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
Wirbelsäule	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
,	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
Schlappheit	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
,	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
Klopfschmerzen	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
über	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
Wirbelsäule	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
,	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
Ott	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
und	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
Schober-Zeichen	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
positiv	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
.	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
Entprechender	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
MRT-Befund	I_DC	I_EE	O	O	I-Schlussfolgerung	7	5	1	1	7	0
.	O	O	O	O	O	1	1	1	1	1	0
Nichtdestitrotz	O	O	O	B_HG	B-HypothesenGeneration	1	1	1	2	2	0
würde	O	O	O	I_HG	I-HypothesenGeneration	1	1	1	0	0	0
ich	O	O	O	I_HG	I-HypothesenGeneration	1	1	1	0	0	0
