# 'bac_acc', 'bac_vec', 'bac_ibcc', 'bac_seq', 'bac_mace', 'HMM_crowd', 'ibcc', 'ds', 'mace', 'majority', 'clustering'
0.40358191313674296,0.43571384654647033,0.6228233327216298,0.10423811757514934,0.23119856076371165,0.0,0.0,0.0,0.0,0.0,0.0
0.6765266498140129,0.6452408538904987,0.6563536985442336,0.13224794625683806,0.16536608843699505,0.0,0.0,0.0,0.0,0.0,0.0
0.5831396431516365,0.5896068719076943,0.7521079634308756,0.11290679652270062,0.13524026301411204,0.0,0.0,0.0,0.0,0.0,0.0
0.45921280658168334,0.4838495268230152,0.6370325636002875,0.09767585951469336,0.14745968662881595,0.0,0.0,0.0,0.0,0.0,0.0
0.7699134572427415,0.7210784409521661,0.8782225406373724,0.33758573163330013,0.14517034175800284,0.0,0.0,0.0,0.0,0.0,0.0
4.763443884639917,3.0975773434787954,1.0568253799803586,2.251941296452556,1.363099131850448,0.0,0.0,0.0,0.0,0.0,0.0
0.18046126862154235,0.2068094513371506,0.21291698143078566,0.001039576325259779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14833466255005295,0.1857663285289771,0.32973876106566036,0.0026328947291032506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16276453152667372,0.19562092134972336,0.2587143741717061,0.0014903000387059967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.950461727079184,0.9006281519470192,0.9044457340044251,0.6818168000569079,0.7929532249016763,0.0,0.0,0.0,0.0,0.0,0.0
0.35880865724981215,0.42516853605126675,0.729145220694911,0.5524185937657283,0.709302766836666,0.0,0.0,0.0,0.0,0.0,0.0
0.5207564013147011,0.5773395894152995,0.8073031756035915,0.6102579581657267,0.7487481567642866,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.441474355604619,3.138436023154522,2.902450903086357,3.7161506804870132,2.5028017973794507,0.0,0.0,0.0,0.0,0.0,0.0
