# 'bac_acc', 'bac_vec', 'bac_ibcc', 'bac_seq', 'bac_mace', 'HMM_crowd', 'ibcc', 'ds', 'mace', 'majority', 'clustering'
0.2624,0.2884,0.3256,0.28,0.3864,0.2836,0.344,0.2644,0.43,0.3228,0.4684
0.33882876370523096,0.35100964073250657,0.3288636585945183,0.3410861110770707,0.334106360268114,0.347418522280444,0.4516379011901925,0.5134574803998583,0.45911427079224953,0.503070754293591,0.40995575476853885
0.34014593839064977,0.34926199388869245,0.3247515196702619,0.3478610256899153,0.33341190659533426,0.3475534942381173,0.47340062878603567,0.44408094806061094,0.5047355347963646,0.48582566163294305,0.427626939956329
0.22098109991086579,0.2526655640547939,0.2927696438341931,0.27612528833099126,0.32081364791036354,0.2510178744485905,0.3500439154276714,0.2960505384724502,0.4153135192370201,0.33020883354347735,0.41091513290855614
0.5061883588328555,0.506219329998931,0.5016280084144981,0.5156284946791828,0.510541452351512,0.5073782037129253,0.722628596537446,0.6323311002012315,0.7281973403995795,0.698514028017749,0.5496328852684105
6.355770080118537,4.092535608417972,2.2787614331029102,1.8420409195794425,1.1688497017817734,10.891800905775996,1.0988394925326903,23.500039655515693,1.1020628587822474,57.823158018315326,122.40542354356349
0.0196078431372549,0.018018018018018018,0.025996533795493933,0.027892561983471075,0.022457067371202115,0.018867924528301886,0.06673306772908366,0.07017543859649122,0.0749185667752443,0.06497622820919176,0.03711790393013101
0.016216216216216217,0.016216216216216217,0.04054054054054054,0.07297297297297298,0.04594594594594595,0.01891891891891892,0.1810810810810811,0.08648648648648649,0.1864864864864865,0.11081081081081082,0.04594594594594595
0.01775147928994083,0.0170697012802276,0.03167898627243928,0.04035874439461883,0.030168589174800357,0.01889338731443995,0.09752547307132459,0.0774818401937046,0.10689388071262589,0.08191808191808192,0.04106280193236715
0.8025599128540305,0.7983158483158485,0.7688701823883801,0.773971408647141,0.7637042319511628,0.7961523202763098,0.6748919906945828,0.6553362573099415,0.6970580631818416,0.8177496038034865,0.7955073070204649
0.23060847598828738,0.30151748910512327,0.5356675927643476,0.5824214688154892,0.761056741179706,0.3122582214367647,0.621147669051489,0.2532804966886496,0.7169003703053035,0.42337976536136035,0.7550922246954833
0.35827096607154746,0.43771393702514855,0.6314249347053986,0.6646710877584661,0.7623781881043941,0.4485794715340923,0.6469054920180345,0.3653551225400364,0.7068399915928689,0.5579090205812071,0.7747730731672033
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.43359830418654,3.1300300300300306,2.8892172935500495,3.721537860174224,2.6915955585704596,3.270102717272529,3.808705717669861,4.133546704599336,3.4491504533849815,3.9577119115946378,1.5443526495928244
