,The,dangers,of,marijuana,use,have,been,exaggerated,for,long,and
BSC-seq,B-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,O
IBCC,O,O,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,O
HMM-crowd and MV,O,O,O,O,O,O,O,O,O,O,O
,,,,,,,,,,,
Workers:,O,O,O,O,O,O,O,O,O,O,O
,O,O,O,O,O,O,O,O,O,O,O
,O,B-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,O
,O,O,O,O,O,O,O,O,O,O,O
,B-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,I-PRO,O
next match
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1
the,tipped,minimum,wage,was,established,in,1966,.,aC/,Stem,cells,can,be,cloned,to,deal,with,cardiac,failures,this,type,of,cloning,is
1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
workers:
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
