# 'bac_acc', 'bac_vec', 'bac_ibcc', 'bac_seq', 'bac_mace', 'HMM_crowd', 'ibcc', 'ds', 'mace', 'majority', 'clustering'
0.009772175966283886,0.009451501975478378,0.009939604004576406,0.007476739265066745,0.008937093842158014,0.009659429786101644,0.010922224706554911,0.009916502346810453,0.009881294901190182,0.011737737308348024,0.011600822982472217
0.016017022439305185,0.011095829864807952,0.010135200006615285,0.007121721193959083,0.007196938380505306,0.01289312219012205,0.00930515065313042,0.0076634328774052365,0.007634186836615208,0.008961028405069788,0.010281634751431009
0.009311310028025951,0.008483881655172597,0.012026998750867744,0.009036512699355728,0.008810940725784911,0.010403340187371999,0.008846405867299586,0.007496051598400485,0.008215375026861512,0.009070954996902157,0.012513468357453626
0.009334360278735692,0.008826271461749044,0.00978127545760576,0.00764940887280005,0.007749267738245691,0.009589923347200956,0.009424554691425785,0.00740651614485443,0.009252500447675064,0.009575719292893886,0.009829316244185413
0.011706604884652787,0.010864519247570264,0.010873931085531722,0.009275711155057688,0.009951595114603138,0.012850601605025741,0.006571705543391547,0.0061395323945175355,0.007185790432578452,0.0065529272419234865,0.008710238993252576
0.13234264022370018,0.08372527146292885,0.041768615513992816,0.02777999358238979,0.007700278229048337,0.2171872958617602,0.009347111451491575,0.9809762453399503,0.012260952571665129,2.7423845276097847,2.6711882065903243
0.005492911907605262,0.006832490915287087,0.0033993611214564196,0.003849912304782871,0.0031906910505440263,0.0059157742770298795,0.00783799077615371,0.010168192733940998,0.008262947588305468,0.011435900280842176,0.008763022363400074
0.004543898214954116,0.006015480947770725,0.0054053371473506626,0.009357746630324269,0.0060136050045573345,0.005967675180386982,0.014652869486024702,0.008241309131004118,0.015939884154522275,0.01213980685155918,0.009697490961025871
0.004961606182480562,0.006376541341747831,0.00415306827133435,0.005445196332876411,0.0041616113149062234,0.005908446866838734,0.010140534374561336,0.008992756888973793,0.010917450618881271,0.011732553993374074,0.00918039675167631
0.016112701881530297,0.016293473531687974,0.012190899135488601,0.011783385818343465,0.01116152688305638,0.017326930741039828,0.011575171528094407,0.021223210360817958,0.015413384791745493,0.018366290925404625,0.015871364985394185
0.013066788356073904,0.014052682962993366,0.013685698696166773,0.008545349043781202,0.006696533442695301,0.01862477208183815,0.011799913135495518,0.009386997893672904,0.010361261013390695,0.012522829096815938,0.021432702556157625
0.016252636674436542,0.01618319262333973,0.010333437451450551,0.00783025415886533,0.007993932987185327,0.021876952634625885,0.00894666904526932,0.01187721661751346,0.008058143524819506,0.014561397894959792,0.014952507182481835
